CÓDIGO COMPLETO,REGIÓN,AUTORIDAD AMBIENTAL,RAZÓN SOCIAL,CATEGORÍA,SECTOR ,SUBSECTOR,DESCRIPCIÓN DE LA EMPRESA O NEGOCIO,CADENA PRODUCTIVA,MUNICIPIO,DEPARTAMENTO,AÑO DE VERIFICACIÓN ,VERSIÓN CRITERIOS DE VERIFICACIÓN,PLAN DE MEJORA PARA LLEGAR A NIVEL SATISFACTORIO,Participación Bioexpo ,Etapa Empresarial 
2016ONVSCORPONARIÑO1,PACÍFICO,CORPONARIÑO,COPROAGROVA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción y comercialización de Productos Agropecuarios principalmente arveja, papa, mora y hortalizas.",Agropecuario,Córdoba,NARIÑO,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPONARIÑO2,PACÍFICO,CORPONARIÑO,COOINPROSAM,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Producción y comercialización de hortalizas,Frutas y Hortalizas,Samaniego,NARIÑO,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPONARIÑO3,PACÍFICO,CORPONARIÑO,ANDRÉS FERNANDO GIL,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Producción y comercialización de camarón blanco congelado ,Alimentos,Tumaco,NARIÑO,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPONARIÑO4,PACÍFICO,CORPONARIÑO,ASOCIACIÓN DE MUJERES ARTESANAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,Producción artesanal de artículos elaborados en paja toquilla,Artesanías,Ancuyá,NARIÑO,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPONARIÑO5,PACÍFICO,CORPONARIÑO,ASOCIACIÓN DE TEJEDORAS JUANITA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,Producción artesanal de artículos elaborados en paja toquilla,Artesanías,San doná,NARIÑO,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPONARIÑO6,PACÍFICO,CORPONARIÑO,ASOCIACIÓN DE PRODUCTORES DE GRANO DEL PACÍFICO ASOGRANOPAZ,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,Compra y venta de arroz empacado.  Marca Arroz Perla del Pacífico.,Arroz,Tumaco,NARIÑO,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPONARIÑO7,PACÍFICO,CORPONARIÑO,ASOCIACIÓN AGROPECUARIA DE FAMILIAS GUARDABOSQUES DE BUESACO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Producción y comercialización de café,Café,Buesaco,NARIÑO,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPONARIÑO15,PACÍFICO,CORPONARIÑO,COMPAÑÍA DE JESÚS COLEGIO SAN FRANCISCO JAVIER,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Centro de innovación técnica, agroecológica y de formación. Producción agroecológica de café, ganadería, frutales y hortalizas. Ecoturismo.",Varios agrosistemas sostenibles ,Chaguaní,NARIÑO,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ1,CENTRAL,CORPOURABÁ,ECO - HUELLAS SAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA," el proyecto eco huellas sas: busca preservar el medio ambiente a través de la comercialización, promoción y desarrollo de actividades eco turísticos especializados y dirigidos que se desarrolla en un área con atractivos naturales especiales, además entregan a la comunidad local y al visitante una nueva visión acerca del eco turismo. El área de influencia y desarrollo de la empresa eco turística es el municipio de necocli, con su principal atractivo el golfo de urabá, en el servicio se ofrece: senderismo, avistamiento de fauna y flora, balsaje por ríos, ensenadas y ciénagas, cabalgatas ecológicas, deportes de aventura, gastronomía típica de la región",Turismo,Necoclí,ANTIOQUIA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOURABÁ2,CENTRAL,CORPOURABÁ,ASOCIACIÓN DE CONSERVACION AMBIENTAL Y ECOTURISMO (ACAETUR),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Asociación de conservacion ambiental ecoturismo (acaetur), conservación de los recursos naturales, en especial el cuidado y preservación de las especies marino costera como tortuga verde, tortuga carey, tortuga cana, tortuga cabezona o careta careta y tortuga golfina, las cuales están en vía de extinción. La comunidad se ha concientizado del daño que hacía con la caza indiscriminada y opta por la conservación de esta especie, en busca de organizar un destino turístico donde se ofrece el avistamiento de la especies antes mencionadas, logrando preservar la fauna, el medio ambiente a través de la promoción y desarrollo de actividades eco turísticas, ofreciendo al visitante y a la comunidades locales una nueva visión acerca del turismo de avistamiento de fauna silvestre. El área de influencia y desarrollo de la asociación eco turístico es el municipio de necocli, vereda lechugal. Playa bobalito. El servicio que se ofrecen: avistamiento de tortuga en temporada de marzo a noviembre, caminatas ecológicas, avistamiento de fauna.",Turismo,Necoclí,ANTIOQUIA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOURABÁ3,CENTRAL,CORPOURABÁ,ASOCIACIÓN DE PLANTICULTORES DE UVEROS,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Aprovechamiento de sub-producto del plátano y del aserrío de madera para la producción de abono orgánico, que se utilizara en los procesos del cultivo del plátano. Con el propósito mejorar las características químicas, físicas y biológicas, ya que aportar nutrientes, modifica la estructura y activa e incrementa la actividad microbiana de la tierra, aporte de materia orgánica, energía y microorganismos. Mejorando ostensiblemente los suelos",Abono Orgánico,San Juan De Urabá,ANTIOQUIA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOURABÁ4,CENTRAL,CORPOURABÁ,ASOCIACIÓN DE EMPRENDEDORES LA BARRANCUDA (ASFRUVERBA),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Transformacion de fruta tropicales en pulpa para su comercializacion y distribución. (Mango,  chirimoya, guayaba, guanabana, sapote, tamarindo, maracuya, limon,  entre otras)",Frutas,Arboletes,ANTIOQUIA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCORPOURABÁ5,CENTRAL,CORPOURABÁ,MADERAS PLASTICAS DE URABA,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Reciclado de polipropileno y polietileno para la fabricación de productos de madera plásticas (tablas, varetas, mesas, estacones, estibas, etc.).",Reciclaje,Carepa,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ6,CENTRAL,CORPOURABÁ,PRODUCTORES CON CALIDAD (PROAGROC),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultivo de cacao orgánico beneficiado con BPA, Transformación de cacao en chocolate de mesa 100 % natural y comercialización de un producto de excelente calidad sin aditivos químicos ni conservantes.",Cacao,Apartadó,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ7,CENTRAL,CORPOURABÁ,EMPRESA COMUNITARIA AGROPECUARIA AROMAS DE OCCIDENTE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultivo, transformación y aprovechamiento de las plantas medicinales existentes en el municipio através de un grupo de mujeres que pretenden mantener la cultura de la medicina tradicional.",Medicinal,Buriticá,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ8,CENTRAL,CORPOURABÁ,ASOCIACIÓN DE FIQUEROS Y ARTESANOS DE LA CABUYA DEL MUNICIPIO DE GIRALDO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Cultivo de la planta de fique, beneficio de los productos, aprovechamiento de los subproductos en abonos composta dos, y comercialización de la fibra y las artesanías, dar sostenibilidad y productividad al cultivo del fique",Fique,Giraldo,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ9,CENTRAL,CORPOURABÁ,CI TOMATES Y ALIMENTOS VERDES S.A.S,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción, transformación y comercialización de productos deshidratados del sector hortofrutícola, (verduras hortalizas, frutas y tubérculos)",Alimentos,Uramita,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOCESAR18,CARIBE,CORPOCESAR,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS DE LOS ENCANTOS - ASOPROAGRO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción agrícola de café, cacao, hortalizas, aguacate, y frutales.","Café, Cacao, Frutas Hortalizas",La Paz,CESAR,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ10,CENTRAL,CORPOURABÁ,ASOCIACIÓN AGROBALSA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción y comercialización productos derivados de panela, obtenida de caña cultivada por nuestros asociados de forma orgánica, ubicados  en el municipio de Cañas Gordas, propendemos con procesos que aseguran y garantizan la calidad de nuestros productos y la satisfacción de nuestros clientes.",Panela,Cañas gordas,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ11,CENTRAL,CORPOURABÁ,ASOCIACIÓN DE CACAOTEROS EMPRENDEDORES FUTURO VERDE (ASEFUVER),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO"," Producción, comercialización y transformación de cacao de alta calidad para ofrecerla a los clientes, en procesos satisfactorios adecuados a las bpa y bpm.",Cacao,Chigorodó,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ12,CENTRAL,CORPOURABÁ,RECICLADORA MOLINA,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Reciclado de polipropileno y polietileno para la fabricación de productos de madera plásticas (tablas, varetas, mesas, estacones, estibas, etc.).",Reciclaje,Carepa,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ13,CENTRAL,CORPOURABÁ,ASOCIACIÓN  AGROPECUARIOS DE EMPRENDEDORES DEL CAMPO  (AGRECAM),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Elaboración y comercializar de artesanias utilizando materiales como la abaca la caña flecha, la guadua y ademas de utilizar otros subproductos del sistema productivo del cacao para realizar artesanias",Artesanías,Turbo,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ14,CENTRAL,CORPOURABÁ,URABA BIRDING,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Oferta de tours de avistamiento de aves, caminatas ecológicas, charlas y talleres educación ambiental.",Turismo,Carepa,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ15,CENTRAL,CORPOURABÁ,AGRO - TIERRAS Y GANADO CAMPOALEGRE SAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Producción, comercialización y transformación de aceite de sacha inchi de alta calidad para ofrecerla a los clientes, en procesos satisfactorios adecuados a las bpa y bpm.",Aceite,Dabeiba,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOURABÁ16,CENTRAL,CORPOURABÁ,ECOBIO OIL,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Ecobio Oíl es una empresa con enfoque en la protección dl medioambiente, encargada en la recolección del aceite de cocina usado, brindamos a grandes medianas y pequeñas empresa del sector gastronómico de la zona de Urabá un servicio integral de recolección, traslado y correcta disposición final del aceite.",Aceite,Apartadó,ANTIOQUIA,2016,V1.2.,N.A,No reporta ,No Reporta
2016FBCCORTOLIMA1,CENTRAL,CORTOLIMA,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS DE CACAO DEL SUR DEL TOLIMA - APROCASURT,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La asociación APROCASURT es una organización legalmente constituida desde hace 8 años, agrupa a 75 productores que con esfuerzo y dedicación se han unido para producir y comercializar cacao en grano tipo exportación, mediante un sistema de implementacion de buenas practicas agricolas que les permite obtener un producto de excelente calidad.  Es una organización que lucha día a día por mejorar el bienestar de sus asociados, es por eso que ha establecido importantes contactos con empresas como COLCOCOA, FEDECAFE y CORPOICA, para capacitarlos y lograr un mejoramiento en la producción y por lo tanto en la economía de las familias beneficiarias. Adicional a esto participan en el programa de alianzas productivas obteniendo grandes beneficios para el sector y estan en contacto permanente con otras ASOCIACIÓNes como ASOCAT.",Cacao,Chaparral,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA2,CENTRAL,CORTOLIMA,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS DE CAFES ESPECIALES - ASOPAP,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Produccion y comercializacion de café pergamino, proveniente de los diferentes predios cultivados por 45 productores ORGÁNICOs de las veredas  Montalvo, San Grabiel, La Cumbre, San Sebastían, Pueblitos, El Rubí, El Eden, Bellavista y San Fermín del Municipio de Planadas y El Salado, Pensilvania y Las Brisas del Municipio de Ataco, buscando la tener buenos clientes para el producto y un precio favorable para el productor.  Hasta el momento se llevan tres años de comercialización ORGÁNICA, donde se empezo con una exportadora, Lohas beans, y actualmente se realizan negocios con una exportadora adicional, como es expocosurca. El negocio funciona de la Siguiente manera: el productor trae el café a la asociación, la cual le hace el factor de rendimiento y le sirve de sitio de acopio, mas no le compra puesto que no tiene los recursos suficientes, sin embar hace el negocio con el exportador y lo vende y en la medida que el exportador cancela a la asociación el café vendido, esta la hace los respectivos pago a los asociados. ",Café,Planadas,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA3,CENTRAL,CORTOLIMA,ELEMENTO ECODISEÑO,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Es una empresa familiar, la cual utiliza bolsas plasticas usadas para eleaborar una lamina consistente, mediante un proceso de termofusión, y con ella fabricar los diferentes productos como son : bolsos, billeteras, sobres, accesorios y se estáincursionando en zapatos. El proceso se realiza en forma manual para obtener la lamina, se hacen cortes de diseño y se fabrica el producto, los recortes son utilizados para fabricar articulos pequeños (aretes, anillos). los residuos solidos sobrantes son en pequeñas cantidades y la disposición final es el carro la basura - relleno sanitario. El fabricante de estos productos está alargando la vida util de ciertas bolsas plasticas que se usan a diario, las bolsas que actualmente usan los almacenes de cadena no sirven para este uso, porque son biodegradables y al cabo de unos meses el articulo se vuelve polvo. Las ventas se hacen por telefono y por internet, principalmente.",Productos reciclados,Ibagué,TOLIMA,2016,V1.2.,No,2015,No Reporta
2016FBCCORTOLIMA4,CENTRAL,CORTOLIMA,INDUSTRIAS WICO LTDA,ECOPRODUCTOS INDUSTRIALES,OTROS BIENES Y SERVICIOS VERDES SOSTENIBLES,N.A,"Fabricación y comercializacion de desmucilaginador portatil para que pequeños productores puedan hacer el beneficio del café, disminuyendo el consumo de agua y energía; lo que se pretende es cerrar el ciclo de producción del beneficio del café, lo cual se logra implementando en cada finca tecnologías que remuevan el mucilago de la almendra del café utilizando menos de 0,5 lt de agua por kilogramo de café, lo cual permite establecer un verdadero control del volumen de contaminante que actualmente pasa a los cuerpos de agua. La mayor relevancia de esta tecnología consiste en que por una parte de la maquina sale la almendra del café con un 96% de mucilago removido, el cual puede ser utilizado en la finca sin vertirlos a los cuerpos de agua.  ",Café,Líbano,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA5,CENTRAL,CORTOLIMA,PRODUCTOS ORGÁNICOS Y AGROPECUARIOS LTDA - PROA LTDA,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Productos orgánicos y agropecuarios ltda PROA LTDA es una empresa ubicada en la zona industrial del municipio de Lerida - Tolima, está dedicada a la producción, venta y distribución de abonos ORGÁNICOs y enmiendas húmicas, que busca contribuir en la produccion agropecuaria limpia y amigable con el medio ambiente. Es una empresa creada desde hace aproximadamente 14 años y que cada día trabaja por mejorar sus productos es por eso que actualmente ofrece compost en polvo y  granulado, que actúa como acondicionador de suelos; adicional a estos productos ofrece otro denominado humato, el cual es un abono orgánico mineral liquido altamente eficiente para la fertilización de los cultivos. PROA LTDA busca brindar una solución de minimización de residuos de molinos de arroz, mediante la transformación de estos en abono, los cuales vende a pequeños productores a un muy buen precio con el objeto de contribuir en la disminución del uso de fertilizantes químico.",Abono Orgánico,Lérida,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA6,CENTRAL,CORTOLIMA,RESERVA AGROECOLÓGICA SANTA LIBRADA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La reserva Agroecológica Santa Librada es una propuesta alternativa de produccion agropecuaria limpia respetuosa de los recursos naturales, mostrando un modelo de Bosque Protector - Productor. Es un refugio de fauna y flora que presta unos servicios, principalmente de educación y sensibilización ambiental, producción agropecuaria limpia, como es el cacao bajo sombrío, la huerta y algunos proyectos de especies menores como son peces y gallinas ponedoras. Además de las lineas de  Investigación, donde se han realizado inventarios de fauna y flora; eco-Turismo y recreación. También se ha convertido en el centro socioambiental de la región debido a su participación en la educación ambiental de los niños y comunidad en general del área circunvecina.",Producción limpia,Líbano,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA7,CENTRAL,CORTOLIMA,VILLA ARTESANAL,ECOPRODUCTOS INDUSTRIALES,OTROS BIENES Y SERVICIOS VERDES SOSTENIBLES,N.A,"Es una empresa familiar constituida legalmente ante camara y comercio, registrada ante la superintendencia de industria y comercio, con marca registrada, que fabrica y distribuye productos elaborados en materias primas que ofrece la naturaleza, como totumo, cascara de coco, cacho de res, semillas, piedras semipreciosas, metales y otros. La empresa esta estructurada en tres lineas: Accesorios y moda (Aretes, Collares, pulsersas), Decoración del hogar (Cuadros, Cubiertos, entre otros) y Souvenir (pisa papel, porta lápices, porta vasos). Estos productos son elaborados totalmente a mano.  La empresa cuenta con maquinaria y se tiene un taller donde se realizan los productos.",Productos de Recursos Naturales,Ibagué,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA8,CENTRAL,CORTOLIMA,ASOCIACIÓN DE AGRICULTORES Y PRODUCTORES DE CAFÉ ESPECIAL DE MONTALVO PLANADAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","AGPROCEM, es una  asociación de productores de cafés especiales,  fundada en el año 2013,  actualmente cuenta con 53 socios. La asociación está certificada ORGÁNICAnicamente por MAYACERT y Comercio Justo por FLOCERT.  Producen café pergamino y su producto va para los mercados de Europa, Estados Unidos y Japon, sin embargo en la actualidad no son exportadores lo hacen a traves de empresas nacionales de Colombia. Adicionalmente al cafe pergamino seco, estan incursionando en la linea de transformacion del cafe obteniendo cafe tostado y molido, el cual está en proceso para exportar. ",Café,Planadas,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA9,CENTRAL,CORTOLIMA,ASOCIACIÓN DE PRODUCTORES AGROECOLÓGICOS DE LA CUENCA DEL RIO ANAIME - APACRA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","APACRA es una asociación conformada desde hace quince años por un grupo de familias campesinas; que en sus prácticas cotidianas  conviven e interactúan con los habitantes de su entorno, donde la huerta, el insecto, el rio, el bosque están al mismo nivel del humano; acogiendo de esta manera  la agroecología  como su estilo de vida, donde además transforman los productos  de alto nivel nutricional  aportando a las familias y los consumidores locales y regionales productos que alimentan y nutren;  comercializan  en puntos de venta propios llegando directamente al consumidor final. Estos agricultores están ubicados a lo largo y ancho de  la cuenca del rio Anaime del municipio de Cajamarca en el departamento del  Tolima.",Agroecología,Cajamarca,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016ONVSCVS3,CARIBE,CVS,ACTIVA G 10 (ASOCIACIÓN DE COOPERATIVAS Y ORGANIZACIONES DE TIERRA ALTA Y VALENCIA G 10),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Asociación de Cooperattivas de productores de miel y cacao de los municipios de Tierra alta y Valencia, producen, transforman y comercializan productos de alta calidad, poseen registro INVIMA y aval de confianza por parte de la CVS. ",Miel y Cacao,Tierra alta,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS4,CARIBE,CVS,AFAPUL ASCIACIÓN FONDO AGROPECUARIO DE PUERTO LIBERTADOR,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Asociación de Fondo Agropecuario de productores de  cacao en el  municipios de Puerto Libertador y Montelivano;  producen, transforman y comercializan productos de alta calidad, le venden el producto a Casa Luker.",Cacao,Puerto libertador,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016FBCCORTOLIMA10,CENTRAL,CORTOLIMA,ASOCIACIÓN DE CAFETEROS NASAWE'SX FI'ZÑI DE GAITANIA TOLIMA  - ASOCANAFI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Produccion y comercializacion de café pergamino, con la proyeccion de producir café molido y dulce de la pulpa de café, con el objetivo de mejorar las condiciones de comercializacion, aprovechando la oportunidad de tener los certificados con Biotropico,  Mayacert y Comercio justo, teniendo en cuenta que Biotropico certifica todo el Resguardo, mientras que Mayacert certifica únca y exclusivamente a la asociación. Dentro de la comercialización que se hace, los productores tienen claro que ganan más y sobretodo que contaminan menos. El proceso de comercialización de hace almacenando el café en las fincas y cuando se tiene lista la negociación se informa a los asociados para que lleven el café y entregarlo.  El café que se vende es de alta calidad resaltando que es proveniente del Resguardo Indígena Paez de Gaitania.",Café,Planadas,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA11,CENTRAL,CORTOLIMA,HACIENDA TEJOS - GERMAN CARDENAS CASTAÑO EU,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"La Hacienda Tejos está ubicada en el municipio de el Líbano, fue creada a mediados del siglo XIX, y desde su inicio se convirtió en un referente cultural por ser en ella donde se fundó el Líbano y ambiental, debido a que en sus terrenos se encuentran diversos nacimientos hídricos que suplen al municipio y qué generan una gran riqueza en fauna y flora. Busca ofrecer a los visitantes una experiencia agro-turística y recreativa basada en la formación cultural, científica, histórica y comunitaria, propendiendo por el desarrollo de hábitos sostenibles, ambientalmente responsables e innovadores. Dentro de su atractivo se cuenta que es  hábitat de 181 especies de aves y de varias especies de insectos, así como de una diversidad de flora. El recorrido ambiental que se ofrece en la Hacienda tejos incluye el conocimiento de una de las fuentes del acueducto municipal que nace allí, se conoce además el parque ecológico, un segmento de bosque en recuperación adecuado para la protección del entorno y el deleite de los visitantes y la tarde se llena de alegría y conocimiento a través de actividades recreativas diseñadas para la integración con la naturaleza y los compañeros de caminata, para culminar con un momento de relajación y reflexión.",Turismo,Líbano,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
